Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG46,1636.0,OUT018
DRC01,-1002.0,OUT010
FDB15,5568.0,OUT027
NCA17,3820.0,OUT027
FDF10,2414.0,OUT046
FDR26,4288.0,OUT027
FDI02,1966.0,OUT049
NCM54,110.0,OUT010
FDF14,2460.0,OUT013
FDJ33,82.0,OUT010
FDM20,3996.0,OUT035
FDC03,4592.0,OUT027
NCX05,1802.0,OUT046
NCM41,2892.0,OUT027
NCU29,414.0,OUT010
FDQ59,1512.0,OUT017
FDH46,-194.0,OUT010
FDH09,896.0,OUT013
NCD06,642.0,OUT045
FDC15,2548.0,OUT035
DRD37,2220.0,OUT027
FDT28,3820.0,OUT027
FDR28,4112.0,OUT027
FDT38,1492.0,OUT017
FDV34,2736.0,OUT027
FDY52,1148.0,OUT035
FDB34,1444.0,OUT013
DRL23,1484.0,OUT018
DRB24,2470.0,OUT046
FDJ50,894.0,OUT046
FDQ49,2636.0,OUT035
FDP20,2112.0,OUT035
FDV19,4036.0,OUT027
NCR54,2990.0,OUT045
FDO09,2270.0,OUT010
FDS57,2048.0,OUT018
FDN10,2006.0,OUT049
FDV23,2118.0,OUT049
FDY28,3566.0,OUT049
DRG51,2636.0,OUT013
FDD45,-402.0,OUT019
NCL18,4424.0,OUT027
NCM29,2084.0,OUT013
FDF17,4548.0,OUT027
FDE22,2648.0,OUT017
FDQ22,740.0,OUT017
FDS01,2904.0,OUT013
FDW35,2164.0,OUT027
FDJ33,2030.0,OUT046
NCF54,2782.0,OUT035
FDE09,1816.0,OUT013
NCE06,2418.0,OUT045
DRH49,1454.0,OUT049
FDY43,2640.0,OUT045
NCT05,4060.0,OUT017
FDZ34,2976.0,OUT045
FDL38,1564.0,OUT017
FDZ31,3164.0,OUT017
FDR14,988.0,OUT035
NCN54,1362.0,OUT049
NCC42,3628.0,OUT027
FDK08,1732.0,OUT017
FDP59,1804.0,OUT013
FDV22,2676.0,OUT035
FDD33,3812.0,OUT035
DRE60,5004.0,OUT027
FDK52,3598.0,OUT046
FDA02,2476.0,OUT017
FDM56,1878.0,OUT049
FDE57,2368.0,OUT035
FDM32,1400.0,OUT045
NCQ30,3336.0,OUT027
FDQ27,3192.0,OUT027
FDT60,3428.0,OUT027
FDU43,3982.0,OUT049
NCO55,1750.0,OUT035
FDG02,2960.0,OUT045
FDJ28,3084.0,OUT013
FDP40,1776.0,OUT045
FDJ38,3016.0,OUT045
NCC54,3836.0,OUT017
NCZ41,1978.0,OUT046
FDK38,414.0,OUT019
FDU52,2512.0,OUT013
FDC40,1306.0,OUT046
NCR30,1248.0,OUT017
NCN18,1840.0,OUT017
FDB50,1352.0,OUT035
FDG04,3036.0,OUT013
FDR26,2928.0,OUT035
NCT17,2712.0,OUT018
FDX35,5076.0,OUT027
FDS12,1994.0,OUT046
NCZ29,3404.0,OUT027
FDB38,790.0,OUT010
FDP12,740.0,OUT013
FDP22,926.0,OUT046
FDS26,3884.0,OUT018
FDR52,3086.0,OUT046
DRJ13,2558.0,OUT046
FDU48,3532.0,OUT027
FDE29,1072.0,OUT035
NCT29,2010.0,OUT049
DRK37,2788.0,OUT018
FDK55,1430.0,OUT046
FDR07,1546.0,OUT046
FDO21,5064.0,OUT027
FDK46,4238.0,OUT049
FDB12,1656.0,OUT045
FDT31,4452.0,OUT027
FDJ33,1956.0,OUT045
FDC26,3184.0,OUT027
NCQ02,2882.0,OUT045
FDP08,1210.0,OUT010
FDB11,5016.0,OUT027
FDV55,2384.0,OUT013
FDW20,2090.0,OUT049
NCJ18,-78.0,OUT019
FDC41,980.0,OUT018
FDE14,3148.0,OUT027
FDG35,2932.0,OUT013
FDF45,1132.0,OUT035
FDS19,2772.0,OUT027
FDS58,726.0,OUT019
FDA26,3620.0,OUT017
FDM32,1574.0,OUT049
FDL45,2022.0,OUT046
FDZ55,2662.0,OUT049
FDY37,2446.0,OUT049
FDO46,3102.0,OUT046
FDQ60,1950.0,OUT046
FDA19,1856.0,OUT018
FDL15,2454.0,OUT046
FDM10,3144.0,OUT018
NCL05,780.0,OUT017
DRK49,-1154.0,OUT010
NCE18,5388.0,OUT027
FDG40,706.0,OUT049
DRI59,3456.0,OUT045
FDK28,4136.0,OUT035
NCD06,-1190.0,OUT019
FDO11,2110.0,OUT019
FDK27,1926.0,OUT046
FDT43,2288.0,OUT027
FDD38,1492.0,OUT018
FDA16,3614.0,OUT049
FDL14,3948.0,OUT027
NCM17,790.0,OUT049
FDD20,1944.0,OUT045
FDA40,1416.0,OUT045
FDL43,1196.0,OUT045
FDV15,1552.0,OUT045
FDE52,1534.0,OUT046
NCL17,326.0,OUT010
NCJ31,3622.0,OUT045
FDR60,1192.0,OUT045
NCA18,1902.0,OUT035
FDS21,2552.0,OUT027
FDW09,1444.0,OUT035
FDL26,2568.0,OUT035
FDS47,1204.0,OUT018
FDC39,3270.0,OUT046
FDT51,1952.0,OUT035
FDK40,4292.0,OUT035
NCG19,3586.0,OUT045
FDZ07,1078.0,OUT046
FDF08,2940.0,OUT027
FDO04,988.0,OUT013
FDK41,1096.0,OUT018
FDP15,4162.0,OUT049
NCD43,1412.0,OUT018
NCP18,2368.0,OUT013
FDZ51,1570.0,OUT046
DRH13,1852.0,OUT035
FDF38,680.0,OUT045
NCI43,718.0,OUT045
FDM38,2392.0,OUT027
FDS03,1088.0,OUT013
DRJ47,2808.0,OUT017
FDT50,-290.0,OUT010
FDV02,2750.0,OUT046
NCG18,1716.0,OUT017
FDW52,2686.0,OUT046
FDS40,736.0,OUT035
FDN31,3104.0,OUT017
FDA37,1952.0,OUT045
FDA15,3950.0,OUT046
FDL39,2926.0,OUT046
FDJ53,1868.0,OUT045
FDX22,3432.0,OUT013
NCZ42,3666.0,OUT045
FDD56,4280.0,OUT027
FDD40,3228.0,OUT017
FDS50,3540.0,OUT013
NCN14,2916.0,OUT013
FDT15,3004.0,OUT013
NCS18,3140.0,OUT027
NCO26,-122.0,OUT010
FDF58,804.0,OUT018
NCB19,1372.0,OUT013
FDH26,2404.0,OUT017
DRB24,3888.0,OUT027
FDA49,1164.0,OUT018
FDB32,1480.0,OUT045
FDI36,3260.0,OUT017
NCA17,486.0,OUT010
FDH22,2024.0,OUT013
NCM26,2184.0,OUT018
FDT15,4404.0,OUT027
FDB16,1184.0,OUT018
NCP54,3384.0,OUT027
FDJ36,1728.0,OUT013
FDO28,1840.0,OUT045
FDU09,992.0,OUT013
FDF29,2212.0,OUT017
FDY08,2300.0,OUT013
DRJ59,420.0,OUT018
FDT23,2780.0,OUT027
FDU15,492.0,OUT018
FDT47,1672.0,OUT013
FDI53,678.0,OUT019
FDR59,3964.0,OUT018
FDD53,796.0,OUT035
FDY51,3556.0,OUT017
FDT04,774.0,OUT049
FDU51,2982.0,OUT049
FDG14,2580.0,OUT035
NCU06,3522.0,OUT045
DRG25,2966.0,OUT046
DRH49,1488.0,OUT035
FDN15,2340.0,OUT035
FDL43,1016.0,OUT018
NCT18,2954.0,OUT049
NCB31,4080.0,OUT013
FDK57,2020.0,OUT035
FDY04,766.0,OUT019
NCP54,1914.0,OUT046
FDF41,3872.0,OUT013
FDM01,1628.0,OUT045
FDW03,1660.0,OUT045
FDF28,1952.0,OUT045
FDY37,2420.0,OUT017
FDQ03,3900.0,OUT017
FDP51,3416.0,OUT027
FDJ40,1932.0,OUT017
FDC32,1614.0,OUT049
DRI49,2740.0,OUT027
NCW54,952.0,OUT017
FDF09,732.0,OUT017
FDP45,3792.0,OUT018
DRJ23,2756.0,OUT018
FDS59,1924.0,OUT017
FDY08,2230.0,OUT046
FDX16,2486.0,OUT049
FDY16,2772.0,OUT018
FDK32,2608.0,OUT035
FDQ22,728.0,OUT013
NCC31,2208.0,OUT018
FDG58,2622.0,OUT049
DRF48,3068.0,OUT013
DRH36,1334.0,OUT049
NCR30,1290.0,OUT035
FDB03,1934.0,OUT019
FDZ28,3532.0,OUT027
FDR35,3244.0,OUT017
DRD15,5112.0,OUT027
FDJ33,126.0,OUT019
FDA56,54.0,OUT010
FDP56,798.0,OUT046
NCT30,738.0,OUT046
FDK15,1680.0,OUT017
FDH44,2188.0,OUT018
FDV01,2572.0,OUT013
DRG03,2508.0,OUT017
FDG50,2892.0,OUT027
FDR16,1554.0,OUT010
FDZ60,1718.0,OUT046
DRG03,2384.0,OUT045
FDS56,3988.0,OUT018
FDU33,712.0,OUT045
DRD27,1740.0,OUT035
FDW22,3598.0,OUT046
DRA24,2584.0,OUT045
FDF38,846.0,OUT049
FDX48,2560.0,OUT013
FDS58,2400.0,OUT018
FDC32,1486.0,OUT046
NCQ29,3990.0,OUT045
DRK39,1152.0,OUT018
NCS38,1872.0,OUT017
DRO47,1832.0,OUT013
DRG27,2148.0,OUT027
FDC57,4536.0,OUT027
FDS55,2326.0,OUT046
NCJ06,1644.0,OUT018
FDO01,254.0,OUT019
NCM55,2822.0,OUT045
FDC52,2622.0,OUT049
FDQ15,1280.0,OUT045
NCT30,2172.0,OUT027
NCR42,1956.0,OUT027
FDD28,1068.0,OUT035
FDQ34,1766.0,OUT049
FDZ12,3712.0,OUT027
DRE13,-498.0,OUT019
NCN07,186.0,OUT019
FDM28,2972.0,OUT035
FDI10,2860.0,OUT017
FDQ25,2812.0,OUT013
FDA38,1922.0,OUT010
DRI13,3558.0,OUT049
FDY20,2952.0,OUT027
NCZ53,3026.0,OUT035
NCM31,2276.0,OUT013
DRB01,3076.0,OUT017
DRF37,4162.0,OUT046
NCF42,2842.0,OUT049
FDF16,2120.0,OUT018
FDB41,888.0,OUT013
FDR34,3708.0,OUT013
FDR15,2304.0,OUT018
NCV42,-150.0,OUT019
FDW51,3500.0,OUT035
FDU36,1656.0,OUT017
FDX60,1430.0,OUT049
FDY03,1968.0,OUT035
FDW55,3936.0,OUT045
FDT01,1494.0,OUT010
FDG58,2560.0,OUT013
FDK21,4028.0,OUT017
NCS41,970.0,OUT019
FDS10,2832.0,OUT045
NCT53,2578.0,OUT046
FDJ28,2812.0,OUT018
FDX44,1344.0,OUT045
FDT20,424.0,OUT018
FDO44,1860.0,OUT017
NCX17,3774.0,OUT049
FDY01,1980.0,OUT017
FDJ12,4816.0,OUT027
DRK35,380.0,OUT018
FDD47,782.0,OUT019
NCM53,1766.0,OUT035
FDO45,1520.0,OUT013
NCM42,-178.0,OUT010
FDE04,2934.0,OUT046
NCI30,5304.0,OUT027
FDZ19,2800.0,OUT013
FDW57,2916.0,OUT013
FDA25,1756.0,OUT013
FDT22,950.0,OUT046
FDP51,1996.0,OUT013
FDD48,3308.0,OUT027
FDY39,3060.0,OUT035
FDO48,1694.0,OUT010
FDD23,4448.0,OUT027
DRN35,2064.0,OUT027
FDT01,3524.0,OUT035
FDC20,-966.0,OUT010
DRJ35,1148.0,OUT035
FDB32,1526.0,OUT046
FDL24,2822.0,OUT046
NCV42,1854.0,OUT035
FDZ46,1750.0,OUT046
FDC15,2492.0,OUT013
FDD08,-1250.0,OUT019
FDY50,1534.0,OUT049
FDD36,1960.0,OUT013
FDG57,2256.0,OUT027
FDL21,532.0,OUT018
FDN16,3140.0,OUT027
FDJ09,2248.0,OUT027
FDS01,978.0,OUT010
FDV33,4256.0,OUT017
DRE12,1924.0,OUT017
FDR07,1608.0,OUT013
FDP48,1074.0,OUT010
NCB55,978.0,OUT035
FDQ08,1092.0,OUT013
FDR34,3820.0,OUT035
FDO33,1798.0,OUT046
FDP13,604.0,OUT045
FDX12,4030.0,OUT049
NCT06,2726.0,OUT049
FDR16,1478.0,OUT019
FDE36,2678.0,OUT046
FDZ36,3102.0,OUT049
FDV13,1428.0,OUT045
NCZ17,674.0,OUT035
FDU56,2884.0,OUT045
FDM09,2860.0,OUT035
FDV02,2820.0,OUT017
FDS34,1644.0,OUT018
FDA11,1654.0,OUT049
FDP09,3444.0,OUT017
FDB29,3348.0,OUT027
FDT19,2860.0,OUT017
DRH15,816.0,OUT017
FDY38,3734.0,OUT046
FDF14,3872.0,OUT027
FDN48,-398.0,OUT010
FDQ12,3688.0,OUT013
NCJ43,2634.0,OUT045
FDE17,614.0,OUT019
FDB05,4012.0,OUT035
FDH10,2988.0,OUT045
NCR06,740.0,OUT017
FDU32,1740.0,OUT018
FDD56,2914.0,OUT049
FDO36,2652.0,OUT018
FDH16,-410.0,OUT010
FDX10,420.0,OUT018
FDZ37,1592.0,OUT017
FDU31,1614.0,OUT010
DRC49,2370.0,OUT049
FDL15,2360.0,OUT045
FDN32,1022.0,OUT019
DRH59,2660.0,OUT027
NCU29,2410.0,OUT049
FDR37,1030.0,OUT019
FDS14,2272.0,OUT018
FDU02,5020.0,OUT027
FDJ08,3140.0,OUT035
NCZ06,3874.0,OUT045
FDO31,1494.0,OUT049
FDH31,1512.0,OUT018
FDS58,2700.0,OUT017
NCA53,2228.0,OUT027
FDF50,3118.0,OUT046
NCW42,3590.0,OUT049
NCQ17,2342.0,OUT045
FDK51,3964.0,OUT018
NCW41,598.0,OUT010
NCR29,936.0,OUT017
FDB08,678.0,OUT019
FDA40,2892.0,OUT027
FDL14,2332.0,OUT018
FDB47,3274.0,OUT046
FDO03,3780.0,OUT035
DRK13,1198.0,OUT019
FDX13,2030.0,OUT010
FDF52,2898.0,OUT046
FDT11,3084.0,OUT013
FDB08,2596.0,OUT013
FDQ28,2308.0,OUT018
FDD29,3924.0,OUT045
NCQ29,5508.0,OUT027
NCO02,1060.0,OUT013
FDR56,1250.0,OUT010
NCM54,2078.0,OUT049
FDP51,2028.0,OUT035
FDT38,1428.0,OUT013
FDZ20,3776.0,OUT018
FDJ53,1964.0,OUT013
FDX13,4046.0,OUT049
FDP58,3572.0,OUT035
NCK31,-1078.0,OUT019
FDA35,1808.0,OUT018
FDV37,2968.0,OUT018
NCO07,4780.0,OUT027
FDA20,2896.0,OUT045
FDZ59,2812.0,OUT035
NCY17,792.0,OUT017
FDQ28,2604.0,OUT035
FDV35,2532.0,OUT017
FDQ36,704.0,OUT013
FDD34,2376.0,OUT018
FDK51,4136.0,OUT045
FDV31,2884.0,OUT035
FDR04,1664.0,OUT035
FDR14,998.0,OUT049
DRC36,946.0,OUT010
FDE39,46.0,OUT019
FDP57,1814.0,OUT049
FDE57,2262.0,OUT046
NCN18,1754.0,OUT046
NCQ05,2140.0,OUT018
FDW47,2024.0,OUT035
FDV46,2332.0,OUT035
NCP29,890.0,OUT045
FDE09,1552.0,OUT018
NCU06,5020.0,OUT027
FDT19,882.0,OUT010
DRF15,2524.0,OUT017
DRI51,2764.0,OUT013
NCX54,1664.0,OUT013
DRE01,3820.0,OUT013
NCB07,2974.0,OUT045
FDU50,2000.0,OUT035
FDG40,692.0,OUT035
FDW10,2572.0,OUT018
FDX51,3184.0,OUT013
NCP17,962.0,OUT045
FDP21,3136.0,OUT035
FDL04,1608.0,OUT045
FDV23,2004.0,OUT013
FDF24,1386.0,OUT046
FDH56,3316.0,OUT027
FDB51,1134.0,OUT049
FDI58,3032.0,OUT027
FDR20,920.0,OUT013
FDC51,1816.0,OUT018
FDB16,2844.0,OUT027
FDE40,1170.0,OUT049
NCM17,778.0,OUT035
FDU56,3060.0,OUT035
FDS32,438.0,OUT019
FDX02,3670.0,OUT049
FDT39,3932.0,OUT027
FDE35,1092.0,OUT017
NCI42,1410.0,OUT019
DRL23,1718.0,OUT046
FDA10,1950.0,OUT046
FDA11,1584.0,OUT013
NCM06,2402.0,OUT046
NCT05,4130.0,OUT035
NCQ02,1046.0,OUT010
NCY06,2138.0,OUT049
FDY56,3708.0,OUT035
FDL02,1836.0,OUT035
NCI06,2878.0,OUT035
FDQ14,2308.0,OUT045
FDQ12,3692.0,OUT017
FDP36,918.0,OUT046
FDK21,5408.0,OUT027
FDO40,2296.0,OUT045
NCK54,-102.0,OUT019
FDY09,2588.0,OUT018
NCW30,4186.0,OUT049
NCC55,2020.0,OUT027
FDE58,1696.0,OUT018
FDR39,2972.0,OUT013
FDU28,3134.0,OUT049
FDH08,3684.0,OUT017
FDG35,2816.0,OUT045
FDG22,786.0,OUT049
FDC34,2624.0,OUT035
FDP15,3804.0,OUT018
FDK34,1918.0,OUT010
FDU45,2020.0,OUT035
FDQ04,2104.0,OUT027
FDX22,3144.0,OUT018
FDB45,1768.0,OUT017
NCH43,4812.0,OUT027
DRE60,3510.0,OUT046
FDD17,5176.0,OUT027
NCM54,2072.0,OUT017
NCH55,2040.0,OUT013
NCT06,2672.0,OUT017
FDA48,4932.0,OUT027
FDY58,5048.0,OUT027
FDO25,3244.0,OUT045
FDN50,1536.0,OUT045
FDH35,2740.0,OUT035
FDK09,3508.0,OUT045
FDO16,1384.0,OUT013
FDW11,976.0,OUT045
FDU47,3732.0,OUT027
NCQ42,134.0,OUT010
FDK55,2900.0,OUT027
FDN08,2034.0,OUT049
FDT57,3696.0,OUT045
FDJ12,3112.0,OUT018
DRL59,964.0,OUT017
NCN53,546.0,OUT046
FDO51,-1074.0,OUT010
FDK56,3068.0,OUT017
FDY12,1012.0,OUT035
FDU15,804.0,OUT035
FDQ19,3910.0,OUT046
DRF15,2396.0,OUT045
DRE25,-410.0,OUT019
FDK57,1688.0,OUT018
FDD33,1782.0,OUT010
FDR34,5128.0,OUT027
FDU04,1900.0,OUT045
FDE35,-818.0,OUT019
NCD31,2650.0,OUT035
FDJ56,1676.0,OUT035
NCU53,2570.0,OUT046
FDD39,3500.0,OUT035
NCU17,-286.0,OUT019
FDJ20,2022.0,OUT046
NCW41,2244.0,OUT018
FDL52,808.0,OUT035
FDS39,2360.0,OUT035
DRJ47,2692.0,OUT045
FDP13,-1202.0,OUT010
DRK39,-518.0,OUT010
FDF28,190.0,OUT010
FDB09,1932.0,OUT045
FDM51,1686.0,OUT046
DRM49,568.0,OUT018
DRF23,2820.0,OUT013
DRH01,2836.0,OUT035
FDH12,3148.0,OUT027
FDA28,174.0,OUT019
FDW37,1236.0,OUT018
FDF02,1658.0,OUT046
DRL37,742.0,OUT046
NCF43,2226.0,OUT046
FDH08,1718.0,OUT010
FDR34,1814.0,OUT019
NCK19,3142.0,OUT049
NCD55,448.0,OUT018
FDT27,3854.0,OUT049
FDQ57,2296.0,OUT045
FDA47,2732.0,OUT035
DRG15,2488.0,OUT027
FDE05,2164.0,OUT018
FDN46,1658.0,OUT046
FDX27,3000.0,OUT027
FDT51,1768.0,OUT045
FDU33,820.0,OUT013
FDJ16,2408.0,OUT027
FDD20,126.0,OUT019
FDT36,698.0,OUT049
DRF15,3884.0,OUT027
FDN52,-446.0,OUT010
FDC22,4508.0,OUT027
FDX15,2464.0,OUT045
FDT13,3032.0,OUT013
FDU04,2056.0,OUT017
FDU31,1590.0,OUT019
FDW59,2844.0,OUT027
NCO29,2578.0,OUT046
FDL15,2532.0,OUT035
FDI41,2498.0,OUT049
FDQ48,1782.0,OUT049
DRI39,952.0,OUT013
FDI08,4068.0,OUT013
FDC21,1942.0,OUT049
FDF58,1152.0,OUT035
FDS08,918.0,OUT010
FDE47,1904.0,OUT045
NCP18,498.0,OUT019
NCR41,1572.0,OUT013
FDA27,4136.0,OUT013
FDA43,3168.0,OUT035
FDA49,1328.0,OUT045
NCE55,2532.0,OUT018
DRM49,2256.0,OUT027
FDF22,4820.0,OUT027
FDQ15,1128.0,OUT018
NCS54,2820.0,OUT017
NCY05,612.0,OUT013
FDR45,3798.0,OUT046
FDK57,2066.0,OUT049
FDF41,1982.0,OUT010
FDV21,1982.0,OUT046
FDD51,758.0,OUT046
FDF33,1774.0,OUT046
FDA38,3762.0,OUT046
FDR56,3080.0,OUT045
NCN41,1976.0,OUT017
FDC60,2896.0,OUT027
FDB47,3208.0,OUT045
DRH01,2820.0,OUT013
FDW08,1678.0,OUT046
FDF38,2180.0,OUT027
FDY32,2644.0,OUT017
FDG34,1950.0,OUT049
FDG47,2214.0,OUT019
NCF18,3050.0,OUT035
FDL39,1030.0,OUT019
NCH55,2078.0,OUT035
DRJ35,1126.0,OUT049
FDS44,3916.0,OUT035
DRE01,3540.0,OUT018
FDY39,3020.0,OUT013
FDY32,2312.0,OUT018
FDR33,3224.0,OUT027
NCP50,1406.0,OUT049
FDZ47,1440.0,OUT018
FDU57,2582.0,OUT049
FDY44,3196.0,OUT013
DRH59,980.0,OUT018
FDB03,5264.0,OUT027
FDY46,2904.0,OUT045
FDM39,2728.0,OUT045
FDY36,1332.0,OUT035
NCM55,2974.0,OUT035
FDJ50,-1002.0,OUT010
DRL60,2444.0,OUT013
NCJ54,3738.0,OUT049
FDX59,664.0,OUT017
FDI07,3264.0,OUT013
DRF51,-1270.0,OUT010
FDM14,1868.0,OUT017
FDP21,2964.0,OUT045
FDE40,1196.0,OUT035
FDE05,2516.0,OUT035
FDM13,3556.0,OUT027
FDC34,3964.0,OUT027
NCI55,1708.0,OUT018
NCE43,2380.0,OUT018
FDW58,1520.0,OUT018
FDG60,3640.0,OUT045
FDV31,2876.0,OUT017
FDR47,3124.0,OUT013
FDM60,-1122.0,OUT019
NCF06,3800.0,OUT018
NCN26,3284.0,OUT027
FDQ59,1582.0,OUT049
FDF09,630.0,OUT046
NCS06,4212.0,OUT017
FDT44,1886.0,OUT046
FDI19,3952.0,OUT017
FDT22,1052.0,OUT017
NCF54,4108.0,OUT027
DRG25,2888.0,OUT045
FDB59,3236.0,OUT017
FDQ37,3160.0,OUT017
FDP56,900.0,OUT035
FDW44,2892.0,OUT035
FDJ26,1562.0,OUT010
FDU43,3592.0,OUT018
FDW33,1600.0,OUT045
NCX53,3704.0,OUT027
FDN56,458.0,OUT010
DRF15,2558.0,OUT049
FDO33,1916.0,OUT017
FDZ39,-138.0,OUT010
NCJ19,944.0,OUT017
FDU01,3116.0,OUT035
FDT12,3708.0,OUT035
NCM18,724.0,OUT018
FDP19,2132.0,OUT017
NCR42,638.0,OUT049
FDN10,1910.0,OUT046
FDG44,992.0,OUT017
FDQ10,2726.0,OUT046
DRH13,1818.0,OUT049
FDT52,3968.0,OUT013
FDM56,1708.0,OUT045
NCO43,-298.0,OUT010
NCV29,2878.0,OUT035
NCF06,4096.0,OUT013
FDO50,1600.0,OUT035
FDT59,3688.0,OUT013
FDX40,2060.0,OUT027
FDE50,3116.0,OUT017
FDX51,3268.0,OUT017
NCD30,1332.0,OUT018
FDK15,1640.0,OUT013
FDL12,972.0,OUT045
FDK46,4184.0,OUT017
DRH49,-538.0,OUT010
FDQ57,2366.0,OUT046
FDY59,1604.0,OUT017
FDO09,3944.0,OUT018
NCG30,2062.0,OUT035
FDM09,2804.0,OUT017
NCN17,3040.0,OUT027
NCS42,1436.0,OUT013
FDD02,30.0,OUT019
FDE34,2928.0,OUT013
FDU38,2964.0,OUT045
FDB33,2518.0,OUT046
NCJ29,1444.0,OUT017
FDZ27,932.0,OUT035
FDI40,1684.0,OUT013
FDG22,752.0,OUT013
FDT51,1924.0,OUT017
FDF20,2916.0,OUT018
FDV50,2060.0,OUT035
FDT02,766.0,OUT049
DRC49,2380.0,OUT017
FDF26,2590.0,OUT049
FDV52,2056.0,OUT035
FDX59,718.0,OUT049
FDV25,3620.0,OUT035
FDW23,2084.0,OUT027
FDE53,1500.0,OUT018
FDA19,2168.0,OUT017
FDH22,1990.0,OUT046
NCO41,1576.0,OUT013
FDX12,3988.0,OUT017
FDF17,3156.0,OUT013
FDS11,3492.0,OUT045
FDR51,2536.0,OUT035
FDT49,-218.0,OUT010
FDC56,1944.0,OUT013
FDR13,3368.0,OUT027
FDQ60,2068.0,OUT035
FDN38,4078.0,OUT049
NCL29,2480.0,OUT013
FDO13,4044.0,OUT027
FDE26,2044.0,OUT018
FDA31,822.0,OUT010
FDX14,1324.0,OUT035
FDA34,2708.0,OUT045
FDF26,2536.0,OUT013
FDE38,2568.0,OUT045
DRI11,1818.0,OUT046
FDQ60,3376.0,OUT027
FDL21,2184.0,OUT027
DRC12,4504.0,OUT027
FDC47,3582.0,OUT046
FDE57,2168.0,OUT045
FDT14,1884.0,OUT045
NCZ53,2962.0,OUT046
FDE28,3452.0,OUT018
FDR19,2428.0,OUT035
NCF54,818.0,OUT019
FDZ08,1378.0,OUT046
NCJ05,2188.0,OUT018
FDF59,2030.0,OUT046
NCO05,1666.0,OUT035
FDW24,588.0,OUT018
NCX42,2364.0,OUT018
NCA53,878.0,OUT035
FDI45,926.0,OUT019
FDG46,1866.0,OUT046
FDM20,1978.0,OUT010
FDW11,-874.0,OUT010
FDX08,2952.0,OUT035
NCK17,754.0,OUT035
FDK32,2256.0,OUT018
NCA42,2614.0,OUT035
DRI01,2840.0,OUT035
NCL55,4078.0,OUT049
DRE25,1288.0,OUT018
FDD14,2964.0,OUT017
FDB10,3726.0,OUT046
DRN11,2388.0,OUT035
FDP38,616.0,OUT018
NCA30,3016.0,OUT017
FDT15,3068.0,OUT017
NCP55,696.0,OUT018
FDF12,2464.0,OUT035
FDM21,3816.0,OUT018
FDX56,3428.0,OUT035
FDF10,2452.0,OUT017
FDT32,2988.0,OUT045
FDM51,1476.0,OUT018
NCR50,2204.0,OUT018
FDI19,3958.0,OUT049
FDX21,1796.0,OUT017
FDR31,2468.0,OUT035
FDY02,4208.0,OUT013
NCA29,2598.0,OUT045
NCX17,3610.0,OUT046
FDM12,2996.0,OUT045
FDI53,4036.0,OUT027
NCU30,2678.0,OUT049
FDC56,3356.0,OUT027
FDK27,1748.0,OUT018
NCK18,2696.0,OUT017
FDB52,2182.0,OUT019
DRG25,4444.0,OUT027
FDZ13,1014.0,OUT049
FDB57,1722.0,OUT019
FDR40,1414.0,OUT046
NCO14,-1190.0,OUT019
NCN19,2922.0,OUT045
FDQ28,638.0,OUT019
FDO13,2380.0,OUT018
FDK48,1308.0,OUT013
FDU07,2192.0,OUT018
FDW20,1998.0,OUT046
FDV12,-234.0,OUT010
FDH24,2576.0,OUT013
FDV59,3542.0,OUT049
FDK57,1860.0,OUT045
FDL16,2168.0,OUT027
NCQ17,2402.0,OUT046
FDJ15,2768.0,OUT018
FDX24,1638.0,OUT049
FDT47,1622.0,OUT046
FDT10,1178.0,OUT049
FDZ37,1272.0,OUT018
FDW43,5144.0,OUT027
DRN36,1636.0,OUT017
FDJ14,1312.0,OUT045
FDA32,3492.0,OUT013
FDJ38,1198.0,OUT019
FDQ57,2432.0,OUT017
NCQ41,1090.0,OUT019
FDG56,1158.0,OUT049
DRC13,3508.0,OUT027
FDV55,2420.0,OUT035
FDQ49,2504.0,OUT045
FDE29,-938.0,OUT010
FDR03,3380.0,OUT013
FDD45,1606.0,OUT049
FDN38,2078.0,OUT010
FDT56,998.0,OUT046
FDT48,3128.0,OUT045
FDU03,3046.0,OUT049
FDC56,-22.0,OUT010
NCO43,2996.0,OUT027
FDQ27,1784.0,OUT017
FDR03,3354.0,OUT046
DRH23,-1042.0,OUT010
FDG22,640.0,OUT045
NCJ42,1676.0,OUT013
FDR24,1526.0,OUT046
FDW60,2964.0,OUT035
FDJ08,3036.0,OUT013
DRL59,648.0,OUT018
FDG60,1790.0,OUT010
FDW27,2596.0,OUT017
FDX14,1020.0,OUT018
FDC20,980.0,OUT013
NCS29,3864.0,OUT018
FDJ56,1574.0,OUT046
FDB20,-650.0,OUT019
FDL28,5128.0,OUT027
FDW01,2188.0,OUT018
FDL03,3214.0,OUT046
FDX22,3482.0,OUT049
FDJ21,2484.0,OUT035
FDR31,2328.0,OUT045
FDG21,2564.0,OUT035
FDS22,2240.0,OUT027
FDK08,1744.0,OUT035
FDE17,2260.0,OUT018
NCN30,1588.0,OUT017
FDT50,1606.0,OUT046
NCX42,2674.0,OUT049
FDJ12,3452.0,OUT035
NCA18,3272.0,OUT027
FDP23,1550.0,OUT019
FDX12,3932.0,OUT013
FDN40,2208.0,OUT018
FDV48,1436.0,OUT035
NCY54,2680.0,OUT013
FDL16,-1182.0,OUT010
FDR45,3576.0,OUT018
